"","peiid","pedon_id","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","horizdatnm","gpspositionalerror","describer","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","elev_field","slope_field","aspect_field","plantassocnm","earthcovkind1","earthcovkind2","erocl","bedrckdepth","bedrckkind","bedrckhardness","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geomposflats","slope_shape","classdate","classifier","classtype","taxonname","localphase","taxonkind","seriesstatus","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","psctopdepth","pscbotdepth","selection_method","ecositeid","ecositenm","ecositecorrdate","es_classifier","es_selection_method","umbric.epipedon","argillic.horizon","ochric.epipedon","cambic.horizon","lithic.contact","paralithic.contact","mollic.epipedon","paralithic.materials","kandic.horizon","lithologic.discontinuity","andic.soil.properties","densic.contact","abrupt.textural.change","aquic.conditions","duripan","slickensides","redox.depletions.with.chroma.2.or.less","redox.concentrations","reduced.matrix","densic.materials","volcanic.glass","folistic.epipedon","albic.materials","human.transported.material","strongly.contrasting.particle.size.class","secondary.carbonates","anthropic.epipedon","surface_fgravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_paragravel","surface_paracobbles","landform_string","pmkind","pmorigin","in_ca630","musym","x_std","y_std","optional"
"206","335162","07RJV018",335271,"07CA630RJV018",2007-05-07,10,741512.72,4195349.39,-120.254165649414,37.873607635498,"NAD83",NA,"Bob Vobora","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,784,27,215,"Blue Oak Woodland",NA,NA,NA,132,"metasedimentary rock, unspecified","moderately","backslope",NA,"convex","convex","complex","well","side slope",NA,NA,"convex / convex",2016-02-29 00:00:00,NA,"correlated","Wardsferry",NA,"series","tentative","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic",NA,23,73,"most recent","F018XI204CA","Pinus ponderosa-Quercus kelloggii/Arctostaphylos-Toxicodendron diversilobum/Galium-Bromus carinatus",2016-07-01,"David Evans","least missing data",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","NA & metasedimentary, unspecified",TRUE,"7211",741513.073240181,4195346.04925946,TRUE
"260","338020","S2007DWB005",374590,"R07CA630DWB005",2007-06-13,10,719802.32,4230200.04,-120.48999786377,38.193058013916,"NAD83",NA,"Dean Burkett","laboratory sampling site","correlates to named soil","10N0447",1,NA,NA,NA,NA,NA,660,47,80,"Live Oak Chaparral / Montane",NA,NA,NA,105,"metasedimentary rock, unspecified","moderately","backslope",NA,"linear","convex","simple","well","side slope",NA,NA,"linear / convex",2016-03-07 00:00:00,"Theresa Kunch","correlated","Sheepranch",NA,"series","tentative","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric",NA,NA,30,80,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","residuum","metasedimentary, unspecified",TRUE,"8190",719809.229055918,4230213.18997187,TRUE
"272","338032","S09CA109002",346942,"S2009CA630BJM017",2008-11-13,10,742138.2,4182760.26,-120.251388549805,37.7599983215332,"NAD83",NA,"Ben Marshall","laboratory sampling site","OSD pedon","09N0869",1,NA,NA,NA,NA,NA,575,25,255,"Serpentine Chaparral",NA,NA,NA,90,"serpentinite","moderately","backslope","middle third","convex","linear","simple","well","side slope",NA,NA,"convex / linear",2017-06-22 00:00:00,"Cathy Scott","correlated","Crimeadark",NA,"series","tentative","clayey-skeletal","alfisols","xeralfs","haploxeralfs","mollic haploxeralfs","twelfth edition",1,"xeric","thermic",NA,18,68,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,10,1,0,0,0,0,0,"hillslope","colluvium & colluvium & residuum","peridotite & serpentinite",TRUE,"7156",742128.530060692,4182744.82106019,TRUE
"276","338036","09BJM023",337996,"09CA630BJM023",2008-11-19,10,743186.99,4182992.95,-120.239166259766,37.7619438171387,"NAD83",NA,"Ben Marshall","full pedon description","correlates to named soil",NA,0,NA,NA,NA,NA,NA,775,25,228,"Mixed Chaparral",NA,NA,NA,42,"greenstone","indurated","backslope",NA,"convex","convex","simple","well","side slope",NA,NA,"convex / convex",2012-02-09 18:35:22,NA,"correlated","Jasperpeak",NA,"series",NA,"loamy-skeletal","alfisols","xeralfs","haploxeralfs","lithic haploxeralfs","tenth edition",0,"xeric","thermic",NA,5,42,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,30,3,0,0,0,0,0,0,"hillslope","residuum & colluvium","greenstone",TRUE,"7088",743199.03221183,4182992.46220633,TRUE
"288","342445","S09CA009002",346944,"S2009CA630CKS001",2009-03-23,10,713136.19,4200626.04,-120.574996948242,37.9283294677734,"NAD83",NA,"Chris Savastio","laboratory sampling site","TUD pedon","09N0866",1,NA,NA,NA,NA,NA,1014,22,220,"Blue Oak Woodland",NA,NA,NA,110,"greenstone","indurated","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2015-12-24 00:00:00,"Andrew Paolucci","correlated","Loafercreek",NA,"series","tentative","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic",NA,9,59,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","NA & greenstone",TRUE,"7086a",713131.523769484,4200636.81835695,TRUE
"289","342446","S09CA109005",346946,"S2009CA630SMM005",2009-04-03,10,740748.14,4196286.67,-120.262496948242,37.8822212219238,"NAD83",NA,"Sue Malone","laboratory sampling site","undefined observation","09N0872",1,NA,NA,NA,NA,NA,705,7,220,"Montane Hardwood Conifer\cleared pasture",NA,NA,NA,170,"phyllite","moderately","shoulder","upper third","convex","convex","complex","moderately well","nose slope",NA,NA,"convex / convex",2015-12-29 00:00:00,"Andrew Paolucci","correlated","Typic Haploxerepts",NA,"taxon above family",NA,"coarse-loamy","inceptisols","xerepts","haploxerepts","typic haploxerepts","twelfth edition",0,"xeric","mesic",NA,25,100,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"eroded fan remnant & hillslope","slope alluvium & colluvium & residuum","NA & phyllite",TRUE,"7210",740752.08104845,4196280.44930084,TRUE
"290","342447","S09CA109004",346943,"S2009CA630BJM031",2009-03-25,10,720170.55,4194359.47,-120.496940612793,37.8699989318848,"NAD83",NA,"Ben Marshall","laboratory sampling site","undefined observation","09N0871",1,NA,NA,NA,NA,NA,333,3,295,"Mixed Chapparel - Serpentine",NA,NA,NA,90,"serpentinite","indurated","toeslope",NA,"linear","concave","simple","moderately well",NA,NA,NA,"linear / concave",2015-12-23 00:00:00,"Andrew Paolucci","correlated","Aquic Argixerolls",NA,"series",NA,"loamy-skeletal","mollisols","xerolls","argixerolls","aquic argixerolls","twelfth edition",0,"xeric","thermic",NA,15,65,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,0,0,0,0,0,0,0,"stream terrace","alluvium & residuum","serpentinite",TRUE,"7155",720166.724672601,4194344.56622948,TRUE
"291","342479","S09CA009001",346940,"S2008CA630DWB001",2008-04-15,10,714968,4231305,-120.544891357422,38.2040557861328,"NAD83",NA,"Dean Burkett","laboratory sampling site","taxadjunct to the series","09N0865",1,NA,NA,NA,NA,NA,717,24,160,"Montane Hardwood Conifer",NA,NA,NA,204,"metasedimentary rock, unspecified",NA,"backslope",NA,"convex","convex","simple",NA,"side slope",NA,NA,"convex / convex",2015-12-28 00:00:00,"Andrew Paolucci","correlated","Jocal",NA,"taxadjunct","established","fine","ultisols","xerults","haploxerults","typic haploxerults","twelfth edition",0,"xeric","mesic",NA,8,58,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,NA,NA,TRUE,"8172",714968.943498594,4231305.25890833,TRUE
"297","346010","S09CA109001",346945,"S2009CA630SMM004",2009-03-24,10,719884.52,4194521.47,-120.5,37.8716659545898,"NAD83",NA,"Sue Malone","full pedon description","OSD pedon","09N0868",0,NA,NA,NA,NA,NA,335,12,244,"Serpentine Chaparral",NA,NA,NA,82,"serpentinite","indurated","backslope","middle third","convex","convex","simple","well","side slope",NA,NA,"convex / convex",2009-03-24 00:00:00,NA,"sampled as","Crimeahouse",NA,NA,NA,"loamy-skeletal","alfisols","xeralfs","haploxeralfs","mollic haploxeralfs","tenth edition",0,"xeric","thermic",NA,8,58,"single record",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","NA & serpentinite",TRUE,"7155",719892.621551389,4194522.35600899,TRUE
"363","351690","07RJV106",352178,"07CA630RJV106",2007-09-27,10,734251.45,4172717.11,-120.343894958496,37.6716651916504,"NAD83",NA,"Bob Vobora","full pedon description","map unit inclusion",NA,0,NA,NA,NA,NA,NA,348,41,5,"Blue oak woodland",NA,NA,NA,76,"metavolcanics","indurated","backslope",NA,"convex","convex","simple","well","side slope",NA,NA,"convex / convex",2017-03-15 00:00:00,"Julie Baker","correlated","Gopheridge",NA,"series","tentative","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic",NA,25,63,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","NA & metavolcanics",TRUE,"7088",734256.226368276,4172706.30450024,TRUE
"380","351707","07RJV129",352195,"07CA630RJV129",2007-07-09,10,737579.16,4187651.59,-120.301391601562,37.8052787780762,"NAD83",NA,"Bob Vobora","full pedon description","correlates to named soil",NA,0,NA,NA,NA,NA,NA,384,52,310,"Mixed Oak Woodland",NA,NA,NA,66,"metasedimentary rock, unspecified","indurated","backslope",NA,"convex","convex",NA,"well","side slope",NA,NA,"convex / convex",2012-01-24 00:00:00,NA,"correlated","Moccasinhill",NA,"series",NA,"loamy-skeletal","inceptisols","xerepts","haploxerepts","humic haploxerepts","tenth edition",0,"xeric","thermic",NA,10,40,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,15,0,0,0,"hillslope","residuum","metasedimentary, unspecified",TRUE,"8176",737577.750414889,4187641.66067162,TRUE
"382","351709","07RJV131",352197,"07CA630RJV131",2007-08-14,10,737084.65,4187437.72,-120.306945800781,37.8036117553711,"NAD83",NA,"Bob Vobora","full pedon description","undefined observation",NA,0,NA,NA,NA,NA,NA,537,57,30,"Chapparal",NA,NA,NA,NA,NA,NA,"backslope",NA,"linear","convex","simple","well","side slope",NA,NA,"linear / convex",2012-03-27 00:00:00,NA,"correlated","Moccasinhill",NA,"family",NA,"loamy-skeletal","inceptisols","xerepts","haploxerepts","typic haploxerepts","tenth edition",0,"xeric","thermic",NA,25,100,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,3,1,0,0,0,0,"hillslope","residuum","metasedimentary, unspecified",TRUE,"8176",737094.018303572,4187442.54263412,TRUE
"404","352497","07RJV095",352966,"07CA630RJV095",2007-08-24,10,735297.42,4181027.62,-120.329444885254,37.7463874816895,"NAD83",NA,"Bob Vobora","full pedon description","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,331,51,225,"Grassland",NA,NA,NA,117,"diorite","moderately","backslope",NA,"convex","convex","complex","well","side slope",NA,NA,"convex / convex",2012-02-09 00:00:00,NA,"correlated","Typic Haploxerepts",NA,"taxon above family",NA,"fine-loamy","inceptisols","xerepts","haploxerepts","typic haploxerepts","twelfth edition",0,"xeric","thermic","not used",25,100,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","NA & diorite",TRUE,"7088",735294.310145488,4181035.01268503,TRUE
"407","352500","07RJV156",352969,"07CA630RJV156",2007-07-27,10,729213.71,4187275.18,-120.396385192871,37.8041648864746,"NAD83",NA,"Bob Vobora","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,363,34,120,"Interior Live Oak - Chapparal",NA,NA,NA,NA,NA,NA,"backslope",NA,"convex","convex","simple","well","side slope",NA,NA,"convex / convex",2018-07-19 00:00:00,"Cathy Scott","correlated","Sixbit",NA,"taxadjunct","established","loamy-skeletal","inceptisols","xerepts","haploxerepts","lithic haploxerepts","twelfth edition",0,"xeric","thermic",NA,25,38,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,35,0,2,0,0,0,0,0,"hillslope","residuum & colluvium","ultramafic, unspecified & NA",TRUE,"7159",729216.762623245,4187280.63229689,TRUE
"419","352512","S2008DWB020",374593,"R08CA630DWB020",2008-07-08,10,712146.86,4235617.06,-120.575828552246,38.2436103820801,"NAD83",NA,"Dean Burkett","laboratory sampling site","taxadjunct to the series","10N0450",1,NA,NA,NA,NA,NA,680,29,40,"Mixed Hardwood Conifer Forest",NA,NA,NA,NA,NA,NA,"backslope",NA,"convex","linear","simple","well","side slope",NA,NA,"convex / linear",2015-12-28 00:00:00,"Andrew Paolucci","correlated","Nedsgulch",NA,"taxadjunct","established","fine-loamy","ultisols","xerults","haploxerults","typic haploxerults","twelfth edition",0,"xeric","mesic",NA,11,61,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","residuum","schist, unspecified",TRUE,"8172",712144.049170668,4235623.61468474,TRUE
"421","352514","S2008DWB022",374594,"R08CA630DWB022",2008-07-15,10,716587.97,4236147.56,-120.524993896484,38.2472229003906,"NAD83",NA,"Dean Burkett","laboratory sampling site","correlates to named soil","10N0451",1,NA,NA,NA,NA,NA,823,9,340,"Mixed Hardwood Conifer Forest",NA,NA,NA,135,"schist, unspecified","moderately","backslope",NA,"convex","concave",NA,"well","side slope",NA,NA,"convex / concave",2015-12-24 00:00:00,"Andrew Paolucci","correlated","Sheepranch",NA,"series","tentative","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","mesic","not used",14,64,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","colluvium & residuum","NA & schist, unspecified",TRUE,"8160",716582.626949879,4236142.3552066,TRUE
"425","365289","S2009BAH003",374595,"R09CA630BAH003",2009-05-12,10,745444.93,4185830.16,-120.212776184082,37.7869453430176,"NAD83",NA,"Bev Harben","laboratory sampling site","taxadjunct to the series","10N0459",1,NA,NA,NA,NA,NA,1009,44,250,"Live Oak Mixed Chapparl",NA,NA,NA,90,"phyllite",NA,"backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2015-12-28 00:00:00,"Andrew Paolucci","correlated","Hetchy",NA,"series","tentative","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic",NA,22,72,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,"hill","colluvium & residuum","NA & phyllite",TRUE,"8177",745441.422070165,4185836.14277773,TRUE
"429","365293","S2009SMM009",374608,"R09CA630SMM009",2009-07-15,10,722374.26,4249109.82,-120.454719543457,38.3624992370605,"NAD83",NA,"Sue Malone","laboratory sampling site","taxadjunct to the series","10N0454",1,NA,NA,NA,NA,NA,999,22,340,"Sierra Mixed Conifer F022AI202",NA,NA,NA,NA,NA,NA,"shoulder",NA,"convex","linear","simple","well",NA,"mountainflank, upper third",NA,"convex / linear",2017-04-28 00:00:00,"Andrew Paolucci","correlated","Sites",NA,"taxadjunct","tentative","fine-loamy","ultisols","humults","haplohumults","xeric haplohumults","twelfth edition",0,"xeric","mesic","not used",41,91,"most recent","F022AI202CA","Mesic Lower Montane Cool Drainages 40 - 47 PZ",NA,NA,"least missing data",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge & erosion remnant","colluvium","argillite",TRUE,"8161",722381.298292953,4249103.05015847,TRUE
"430","365294","S2009SMM011",374609,"R09CA630SMM011",2009-07-15,10,723447.88,4249268.6,-120.442497253418,38.3636093139648,"NAD83",NA,"Sue Malone","laboratory sampling site","taxadjunct to the series","10N0455",1,NA,NA,NA,NA,NA,960,32,314,NA,NA,NA,NA,NA,NA,NA,"backslope",NA,"convex","linear","simple","well",NA,"mountainflank, center third",NA,"convex / linear",2015-12-28 00:00:00,"Andrew Paolucci","correlated","Jocal",NA,"taxadjunct","tentative","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","mesic",NA,28,78,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"mountain slope","colluvium","metasedimentary, unspecified",TRUE,"8287",723445.901051792,4249255.790609,TRUE
"432","365296","S2009SMM006",374606,"R09CA630SMM006",2009-05-13,10,725362.08,4248617.96,-120.420829772949,38.3574981689453,"NAD83",NA,"Sue Malone","laboratory sampling site","correlates to named soil","10N0452",1,NA,NA,NA,NA,NA,957,38,310,"Sierra Mixed Conifer SMC1",NA,NA,NA,201,"metasedimentary rock, unspecified","moderately","backslope","middle third","linear","linear","simple","well",NA,"mountainflank, center third",NA,"linear / linear",2015-12-28 00:00:00,"Andrew Paolucci","correlated","Nedsgulch",NA,"series","tentative","fine-loamy","alfisols","xeralfs","palexeralfs","ultic palexeralfs","twelfth edition",0,"xeric","mesic",NA,70,120,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"mountain slope","colluvium & residuum","NA & metasedimentary, unspecified",TRUE,"8162",725358.219843898,4248630.26142049,TRUE
"433","365297","S09CA009005",374257,"S2009CA630SMM021",2009-08-04,10,726686.77,4243838.33,-120.4072265625,38.3138885498047,"NAD83",NA,"Sue Malone","laboratory sampling site",NA,"10N0443",1,NA,NA,NA,NA,NA,1057,10,180,"Sierran Mixed Conifer SMC2",NA,NA,NA,NA,NA,NA,"summit",NA,"convex","linear","simple","well",NA,"mountainflank, upper third",NA,"convex / linear",2018-03-20 00:00:00,"Andrew Paolucci","correlated","Redapple",NA,"taxadjunct","tentative","fine-loamy","ultisols","humults","haplohumults","xeric haplohumults","twelfth edition",0,"xeric","mesic",NA,40,90,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"erosion remnant & ridge","volcanic ash & colluvium","NA & volcanic breccia, unspecified",TRUE,"4040",726683.623530487,4243823.5820669,TRUE
