"","peiid","pedon_id","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","horizdatnm","gpspositionalerror","describer","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","elev_field","slope_field","aspect_field","plantassocnm","earthcovkind1","earthcovkind2","erocl","bedrckdepth","bedrckkind","bedrckhardness","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geomposflats","slope_shape","classdate","classifier","classtype","taxonname","localphase","taxonkind","seriesstatus","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","psctopdepth","pscbotdepth","selection_method","ecositeid","ecositenm","ecositecorrdate","es_classifier","es_selection_method","umbric.epipedon","argillic.horizon","ochric.epipedon","cambic.horizon","lithic.contact","paralithic.contact","mollic.epipedon","paralithic.materials","kandic.horizon","lithologic.discontinuity","andic.soil.properties","densic.contact","abrupt.textural.change","aquic.conditions","duripan","slickensides","redox.depletions.with.chroma.2.or.less","redox.concentrations","reduced.matrix","densic.materials","volcanic.glass","folistic.epipedon","albic.materials","human.transported.material","strongly.contrasting.particle.size.class","secondary.carbonates","anthropic.epipedon","surface_fgravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_paragravel","surface_paracobbles","landform_string","pmkind","pmorigin","in_ca630","musym","x_std","y_std","optional"
"436","365300","S2009CKS040",374600,"R09CA630CKS040",2009-07-16,10,715958.22,4249039.69,-120.528053283691,38.3636093139648,"NAD83",NA,"Chris Savastio","laboratory sampling site","correlates to named soil","10N0462",1,NA,NA,NA,NA,NA,2621,33,340,NA,NA,NA,NA,NA,NA,NA,"backslope",NA,"linear","linear","simple","well",NA,"mountainflank, upper third",NA,"linear / linear",2015-12-28 00:00:00,"Andrew Paolucci","correlated","Nedsgulch",NA,"series","tentative","fine-loamy","alfisols","xeralfs","palexeralfs","ultic palexeralfs","twelfth edition",0,"xeric","mesic",NA,14,64,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"mountain slope","colluvium & residuum","metasedimentary, unspecified",TRUE,"8162",715969.884264878,4249052.00852194,TRUE
"437","365301","S2009CKS043",374602,"R09CA630CKS043",2009-07-21,10,716729.09,4248506.11,-120.519439697266,38.3586082458496,"NAD83",NA,"Chris Savastio","laboratory sampling site","taxadjunct to the series","10N0463",1,NA,NA,NA,NA,NA,2643,9,280,NA,NA,NA,NA,NA,NA,NA,"shoulder",NA,"linear","linear","simple","well",NA,"mountaintop",NA,"linear / linear",2015-12-24 00:00:00,"Andrew Paolucci","correlated","Sites",NA,"taxadjunct","tentative","fine","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","mesic","not used",21,71,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"mountain slope","colluvium & residuum","metasedimentary, unspecified",TRUE,"8160",716736.795823952,4248517.58821423,TRUE
"438","365302","S2009CKS044",374603,"R09CA630CKS044",2009-07-21,10,717775.87,4245191.01,-120.508613586426,38.3283309936523,"NAD83",NA,"Chris Savastio","laboratory sampling site","correlates to named soil","10N0466",1,NA,NA,NA,NA,NA,2835,18,270,NA,NA,NA,NA,181,"schist, unspecified","moderately","backslope",NA,"linear","linear","simple","well",NA,"mountainflank, lower third",NA,"linear / linear",2015-12-30 00:00:00,"Andrew Paolucci","correlated","Nedsgulch",NA,"series","tentative","fine-loamy","alfisols","xeralfs","palexeralfs","ultic palexeralfs","twelfth edition",0,"xeric","mesic",NA,34,84,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"mountain slope","colluvium & residuum","schist, unspecified",TRUE,"8161",717774.224858516,4245182.83121733,TRUE
"439","365303","S2009CKS049",374604,"R09CA630CKS049",2009-08-03,10,716488.15,4236579.28,-120.525825500488,38.2511100769043,"NAD83",NA,"Chris Savastio","laboratory sampling site","taxadjunct to the series","10N0464",1,NA,NA,NA,NA,NA,2598,45,170,NA,NA,NA,NA,NA,NA,NA,"backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2015-12-28 00:00:00,"Andrew Paolucci","correlated","Nedsgulch",NA,"taxadjunct","established","fine-loamy","ultisols","xerults","haploxerults","typic haploxerults","twelfth edition",0,"xeric","mesic",NA,16,66,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","metasedimentary, unspecified",TRUE,"8173",716498.304283133,4236571.8140551,TRUE
"440","365304","S2009CKS054",374605,"R09CA630CKS054",2009-08-18,10,718102.4,4248955.91,-120.503608703613,38.3622207641602,"NAD83",NA,"Chris Savastio","laboratory sampling site","correlates to named soil","10N0465",1,NA,NA,NA,NA,NA,2239,35,345,NA,NA,NA,NA,NA,NA,NA,"backslope",NA,"linear","linear","simple","well",NA,"mountainflank, lower third",NA,"linear / linear",2016-02-19 00:00:00,"Andrew Paolucci","correlated","Nedsgulch",NA,"series","tentative","fine-loamy","alfisols","xeralfs","palexeralfs","ultic palexeralfs","twelfth edition",0,"xeric","mesic","not used",14,64,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"mountain slope","colluvium & residuum","metasedimentary, unspecified",TRUE,"8162",718110.049777122,4248955.42295822,TRUE
"442","366597","S2009BJM035",374598,"R09CA630BJM035",2009-04-02,10,743030.91,4189986.12,-120.238609313965,37.8250007629395,"NAD83",NA,"Ben Marshall","laboratory sampling site","correlates to named soil","10N0461",1,NA,NA,NA,NA,NA,1007,20,180,"Sierra Mixed Conifers",NA,NA,NA,60,"phyllite","strongly","toeslope",NA,"linear","linear","simple","well","side slope","mountainflank, lower third",NA,"linear / linear",2015-01-29 00:00:00,"Theresa Kunch","correlated","Mariposa",NA,"series","established","fine-loamy","ultisols","xerults","haploxerults","typic haploxerults","twelfth edition",0,"xeric","mesic",NA,11,60,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,15,0,0,0,"mountain slope","residuum","phyllite",TRUE,"8161",743041.257486464,4189992.01106301,TRUE
"461","374215","09CKS020",374499,"09CA630CKS020",2009-05-19,10,717719.57,4201524.9,-120.522499084473,37.9352798461914,"NAD83",NA,"Chris Savastio","full pedon description","correlates to named soil",NA,0,NA,NA,NA,NA,NA,323,24,200,"blue oak woodland",NA,NA,NA,82,"metavolcanics","indurated","backslope",NA,"linear","concave","simple","well","side slope",NA,NA,"linear / concave",2012-02-09 18:35:24,NA,"correlated","Gopheridge",NA,"series",NA,"loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs",NA,0,"xeric","thermic","not used",17,66,"most recent","F018XI201CA","Thermic Foothills 22-31 PZ",2016-05-17,"David Evans","least missing data",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","metavolcanics",TRUE,"7088",717725.709516926,4201529.1441731,TRUE
"465","374219","09CKS024",374503,"09CA630CKS024",2009-05-26,10,717695.2,4202113.82,-120.522773742676,37.9405555725098,"NAD83",NA,"Chris Savastio","full pedon description","correlates to named soil",NA,0,NA,NA,NA,NA,NA,439,50,185,"blue oak woodland",NA,NA,NA,93,"metavolcanics","weakly","backslope",NA,"linear","linear","simple","well","nose slope",NA,NA,"linear / linear",2012-01-24 23:28:58,NA,"correlated","Loafercreek",NA,"series",NA,"fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs",NA,0,"xeric","thermic","not used",8,58,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","metavolcanics",TRUE,"7088",717686.000577712,4202113.99172813,TRUE
"472","374226","09CKS031",374510,"09CA630CKS031",2009-06-09,10,712200.49,4208636.66,-120.583335876465,38.0005569458008,"NAD83",NA,"Chris Savastio","full pedon description","undefined observation",NA,0,NA,NA,NA,NA,NA,560,35,185,NA,NA,NA,NA,89,"slate","strongly","backslope",NA,"concave","convex","simple","well","head slope",NA,NA,"concave / convex",2018-06-29 00:00:00,"Theresa Kunch","correlated","Saddlemod",NA,"taxadjunct","tentative","loamy-skeletal","alfisols","xeralfs","haploxeralfs","typic haploxeralfs","twelfth edition",0,NA,"thermic",NA,6,56,"most recent","F015XI200CA","Blue Oak Woodland (DRAFT)  17-19"" p.z.",2016-05-17,"David Evans","least missing data",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium & colluvium & residuum","metavolcanics & slate",TRUE,"7088",712190.415891877,4208632.82900669,TRUE
"497","374319","S2009BJM052",374599,"R09CA630BJM052",2009-05-15,10,746662.78,4185159.57,-120.199165344238,37.7805557250977,"NAD83",NA,"Ben Marshall","full pedon description","correlates to named soil","10N0457",0,NA,NA,NA,NA,NA,919,60,30,"Sierra Mixed Conifers",NA,NA,NA,60,"phyllite","strongly","backslope",NA,"linear","concave","simple","well","nose slope",NA,NA,"linear / concave",2009-05-15 00:00:00,NA,"sampled as","Marpatutu",NA,NA,NA,"loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs",NA,0,"xeric","mesic",NA,11,60,"single record",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,5,0,0,0,"mountain slope","colluvium & residuum","phyllite",TRUE,"8194",746661.485415375,4185162.86510696,TRUE
"504","374326","S2009SMM007",374607,"R09CA630SMM007",2009-07-14,10,725960.35,4248330.43,-120.414169311523,38.3547210693359,"NAD83",NA,"Sue Malone","full pedon description","representative pedon for component","10N0453",0,NA,NA,NA,NA,NA,962,42,140,"Sierran Mixed Conifer SMC3",NA,NA,NA,168,"argillite","very strongly","backslope",NA,"convex","convex","simple","well",NA,"mountainflank, lower third",NA,"convex / convex",2009-07-14 00:00:00,NA,"sampled as","Schaad warm",NA,NA,NA,"fine-loamy","alfisols","xeralfs","palexeralfs","ultic palexeralfs",NA,0,"xeric","mesic",NA,41,91,"single record",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"mountain slope","colluvium & residuum","NA & argillite",TRUE,"8162",725948.918701801,4248338.33673079,TRUE
"507","374329","S2009SMM014",374610,"R09CA630SMM014",2009-07-21,6,727836.69,4245339.83,-120.393608093262,38.327220916748,"NAD83",NA,"Sue Malone","full pedon description","correlates to named soil","10N0456",0,NA,NA,NA,NA,NA,1227,45,180,"Sierran Mixed Conifer - SMC5",NA,NA,NA,61,"argillite","very strongly","backslope",NA,"convex","convex","complex","well",NA,"mountainflank, center third",NA,"convex / convex",2009-07-21 00:00:00,NA,"sampled as","SND",NA,"series",NA,"loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs",NA,0,"xeric","mesic",NA,18,61,"single record",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"mountain slope","colluvium & residuum","NA & argillite",TRUE,"8287",727832.023613942,4245336.7786378,TRUE
"514","385343","09BJM012",385160,"09CA630BJM012",2008-10-30,10,728985.19,4204986.98,-120.393333435059,37.9636116027832,"NAD83",NA,"Ben Marshall","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,517,23,354,"Mixed Hardwood Conifer Forest",NA,NA,NA,114,"metasedimentary rock, unspecified","strongly","backslope",NA,"linear","linear","complex","well","side slope","mountainflank, center third",NA,"linear / linear",2016-05-17 00:00:00,NA,"correlated","Wardsferry",NA,"series","tentative","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","ninth edition",0,"xeric","thermic",NA,8,58,"most recent","F018XI204CA","Pinus ponderosa-Quercus kelloggii/Arctostaphylos-Toxicodendron diversilobum/Galium-Bromus carinatus",2016-05-17,"David Evans","least missing data",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium","metasedimentary, unspecified",TRUE,"7211",728990.794562976,4204983.26159798,TRUE
"532","385426","R11CA109001",385256,"09CA630BJM048",2009-04-30,10,745344.97,4184353.08,-120.21443939209,37.773609161377,"NAD83",NA,"Ben Marshall","laboratory sampling site","taxadjunct to the series","11N6750",1,NA,NA,NA,NA,NA,710,22,240,"Mixed Chapparel Live Oak ADFA1",NA,NA,NA,105,"diorite","moderately","toeslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2015-12-23 00:00:00,"Andrew Paolucci","correlated","Flanly",NA,"taxadjunct","established","coarse-loamy","alfisols","xeralfs","haploxeralfs","typic haploxeralfs","twelfth edition",0,"xeric","thermic",NA,30,62,"most recent","R018XI106CA","Shallow Thermic Steep Hillslopes PZ 27-33",2017-03-14,"David Evans","most recent",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,2,"hillslope","residuum","diorite",TRUE,"6078",745338.603645444,4184351.91943197,TRUE
"564","425293","10MJE005",428037,"10CA630MJE005",2010-03-11,10,716471,4210399,-120.534088134766,38.0154495239258,"NAD83",NA,"Meghan Euliano","laboratory sampling site","correlates to named soil","10N0896",1,NA,NA,NA,NA,NA,382,39,250,"Blue Oak Woodland",NA,NA,NA,71,"greenstone","moderately","backslope",NA,"convex","linear","simple","well","side slope",NA,NA,"convex / linear",2015-12-24 00:00:00,"Andrew Paolucci","correlated","Loafercreek",NA,"series","tentative","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic",NA,21,71,"most recent","F018XI201CA","Thermic Foothills 22-31 PZ",2016-05-17,"David Evans","least missing data",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","NA & greenstone",TRUE,"7088",716471.021478626,4210399.13589266,TRUE
"590","463683","09BAH002",468627,"09CA630BAH002",2009-05-12,10,745806.51,4185499.19,-120.208885192871,37.7838897705078,"NAD83",NA,"Bev Harben","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,1011,45,210,"Live Oak Mixed Chapparal",NA,NA,NA,NA,"phyllite",NA,"backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2012-01-24 00:00:00,NA,"correlated","Lickinfork","Warm","taxadjunct",NA,"loamy-skeletal","alfisols","xeralfs","palexeralfs","ultic palexeralfs",NA,0,"xeric","thermic",NA,25,100,"most recent","F022AI202CA","Mesic Lower Montane Cool Drainages 40 - 47 PZ",2016-05-17,"David Evans","least missing data",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,5,0,0,"hillslope","colluvium","phyllite",TRUE,"8175",745794.25889983,4185507.27028563,TRUE
"596","463689","09BAH005",468633,"09CA630BAH005",2009-06-02,10,716298.23,4204494.65,-120.537780761719,37.9622230529785,"NAD83",NA,"Bev Harben","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,444,12,230,"Blue Oak Woodland/Grassland",NA,NA,NA,80,"metavolcanics","indurated","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2016-01-28 00:00:00,"Andrew Paolucci","correlated","Gopheridge",NA,"series","tentative","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic",NA,22,59,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,2,1,1,0,0,0,0,"hillslope","colluvium & residuum","NA & metavolcanics",TRUE,"7088",716303.463718766,4204483.59415339,TRUE
"597","463690","09BAH006",468634,"09CA630BAH006",2009-06-02,10,716338.03,4204595.62,-120.537498474121,37.9633331298828,"NAD83",NA,"Bev Harben","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,442,32,248,"Grassland",NA,NA,NA,59,"metavolcanics","moderately","backslope",NA,"convex","convex","complex","well","side slope",NA,NA,"convex / convex",2016-01-28 00:00:00,"Andrew Paolucci","correlated","Loafercreek",NA,"series","tentative","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic",NA,18,59,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,5,0,2,0,0,0,0,"hillslope","colluvium & residuum","NA & metavolcanics",TRUE,"7088",716325.008430876,4204607.4342229,TRUE
"598","463691","09BAH007",468635,"09CA630BAH007",2009-06-03,10,716737.34,4203035.8,-120.533332824707,37.9491691589355,"NAD83",NA,"Bev Harben","full pedon description",NA,NA,0,NA,NA,NA,NA,NA,307,40,252,"Blue Oak Woodland",NA,NA,NA,58,"metavolcanics","indurated","backslope","middle third","convex","convex","complex","well","nose slope",NA,NA,"convex / convex",2017-03-31 00:00:00,"Cathy Scott","correlated","Gopheridge",NA,"series","tentative","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic",NA,18,58,"most recent","F018XI200CA","Low Elevation Foothills 18-25 PZ",2016-04-28,"Andrew Paolucci","least missing data",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,10,0,0,0,0,0,"hillslope","colluvium & residuum","NA & metavolcanics",TRUE,"7096",716732.658434471,4203045.26486033,TRUE
"599","477042","10CKS015",416596,"10CA630CKS015",2010-05-19,10,729955.42,4194694.17,-120.385551452637,37.8708305358887,"NAD83",NA,"Chris Savastio","full pedon description","correlates to named soil",NA,0,NA,NA,NA,NA,NA,396.399993896484,37,220,NA,NA,NA,NA,80,"metavolcanics","weakly","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2012-02-09 18:13:01,NA,"correlated","Loafercreek",NA,"series",NA,"fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",0,"xeric","thermic","not used",6,56,"most recent","F018XI201CA","Thermic Foothills 22-31 PZ",2017-04-12,NA,"least missing data",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","metavolcanics",TRUE,"7088",729963.470724364,4194705.68195229,TRUE
"602","477045","10CKS018",416599,"10CA630CKS018",2010-05-19,10,729664.42,4194359.13,-120.389167785645,37.8677749633789,"NAD83",NA,"Chris Savastio","full pedon description","correlates to named soil",NA,0,NA,NA,NA,NA,NA,388.799987792969,35,230,NA,NA,NA,NA,109,"metavolcanics","indurated","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2012-02-09 18:13:01,NA,"correlated","Motherlode",NA,"series",NA,"fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",0,"xeric","thermic","not used",7,57,"most recent","F018XI201CA","Thermic Foothills 22-31 PZ",2017-04-12,NA,"least missing data",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","metavolcanics",TRUE,"7088",729654.822815989,4194357.67615773,TRUE
